O*NET-SOC CODE	TITLE	DESCRIPTION
25-1072.00	Instructores y profesores de enfermería, enseñanza de nivel superior	Demuestran e imparten atención a los pacientes en aulas y unidades clínicas a estudiantes de enfermería. Se incluye a los profesores dedicados fundamentalmente a la enseñanza y también los que combinan la enseñanza y la investigación.
25-1081.00	Profesores de pedagogía, enseñanza de nivel superior	Imparten cursos relacionados con la pedagogía,  tales como orientación, programas de estudio, orientación vocacional, instrucción, educación para profesores, y enseñanza del inglés como lengua extranjera.
25-1082.00	Profesores de bibliotecología, enseñanza de nivel superior	Imparten cursos de bibliotecología.
25-1111.00	Profesores de justicia penal y aplicación de la ley, enseñanza de nivel superior	Imparten cursos de administración de justicia penal, correccional y aplicación de la ley.
25-1112.00	Profesores de derecho, enseñanza de nivel superior	Imparten cursos de derecho.
25-1113.00	Profesores de trabajo social, enseñanza de nivel superior	Imparten cursos de trabajo social.
25-1121.00	Profesores de artes, teatro y música, enseñanza de nivel superior	Imparten cursos de teatro, música y las artes incluidas las bellas artes y las artes aplicadas, tales como la pintura y la escultura, o el diseño y las artesanías.
25-1122.00	Profesores de comunicación, enseñanza de nivel superior	Imparten cursos de comunicación, tales como comunicaciones organizacionales, relaciones públicas, transmisiones de radio y televisión y periodismo.
25-1123.00	Profesores de lengua y literatura inglesas, enseñanza de nivel superior	Imparten cursos de lengua y literatura inglesas, incluidas lingüística y literatura comparada.
25-1124.00	Profesores de lenguas y literaturas extranjeras, enseñanza de nivel superior	Imparten cursos de lenguas y literaturas extranjeras (es decir, que no sean inglesas).
25-1125.00	Profesores de historia, enseñanza de nivel superior	Imparten cursos de historia de la humanidad e historiografía.
25-1126.00	Profesores de filosofía y religión, enseñanza de nivel superior	Imparten cursos de filosofía, religión y teología.
25-1191.00	Asistentes de docencia graduados	Ayudan al jefe de departamento, claustro u otros miembros profesionales del personal de un centro de enseñanza superior o universidad impartiendo docencia o realizando tareas relacionadas con ella, como enseñar cursos de niveles inferiores, elaborar los materiales docentes, preparar y aplicar exámenes, calificar exámenes o trabajos. Los asistentes graduados deben estar matriculados en un programa para graduados. Los asistentes graduados que realizan fundamentalmente tareas no docentes, tales como investigaciones de laboratorio, deben incluirse en la categoría ocupacional relacionada con la labor que desempeñan.
25-1192.00	Profesores de economía doméstica, enseñanza de nivel superior	Imparten cursos de atención infantil, relaciones familiares, finanzas domésticas, nutrición y disciplinas afines relativas al manejo del hogar.
25-1193.00	Profesores de preparación física y recreación,  enseñanza de nivel superior	Imparten cursos relativos a los estudios sobre  recreación, tiempo libre y preparación física, incluidos fisiología de la ejercitación y manejo de instalaciones.
25-1194.00	Profesores de formación profesional, enseñanza de nivel superior	Imparten o brindan instrucción sobre disciplinas profesionales u ocupacionales del nivel superior, pero inferiores a una licenciatura, a estudiantes que se graduaron o abandonaron la enseñanza secundaria.  Se incluye a los instructores de enseñanza por correspondencia; instructores de capacitación industrial, comercial y de gobierno; y profesores e instructores de la enseñanza de adultos que preparan a las personas para operar maquinaria y equipos industriales y equipos de transportes y comunicaciones.
25-1199.99	Otros profesores de enseñanza de nivel superior	Todos los profesores de enseñanza de nivel superior no clasificados bajo otros epígrafes.
25-2011.00	Maestros de la enseñanza preescolar, enseñanza especial	Instruyen a los niños, normalmente de hasta cinco años de edad, en actividades encaminadas a promover el desarrollo social, físico e intelectual requerido para la escuela primaria en instalaciones preescolares, guarderías u otras para el desarrollo infantil. Puede pedírseles certificado estatal.
25-2012.00	Maestros de la enseñanza de kindergarten, enseñanza especial	Imparten conocimientos de nivel ciencias naturales y sociales, higiene personal, música, arte y literatura a niños de 4 a 6 años. Fomentan el desarrollo físico, mental y social. Puede pedírseles certificado estatal.
25-2021.00	Maestros de la enseñanza primaria elemental, excepto la enseñanza especial	Enseñan a alumnos de escuelas públicas o privadas en el nivel primario, habilidades académicas, social y otras de carácter formativo.
25-2022.00	Maestros de nivel medio, la enseñanza especial y la vocacional	Enseñan a alumnos de escuelas públicas o privadas una o más asignaturas de nivel medio, intermedio o secundario, es decir entre el nivel primario y el nivel preuniversitario conforme se define en las leyes y regulaciones estatales pertinentes.
25-2023.00	Maestros de la enseñanza vocacional de nivel medio	Imparten clases o instruyen sobre asignaturas vocacionales u ocupacionales en el nivel medio.
25-2031.00	Maestros de nivel secundario, la enseñanza especial y la enseñanza vocacional	Instruyen a los alumnos de escuelas secundarias públicas o privadas sobre una o más asignaturas de nivel secundario, tales como inglés, matemática o estudios sociales. Pueden nombrarse por asignatura, como  instructores de mecanografía, profesores de comercio, o profesores de inglés.
25-2032.00	Maestros de la enseñanza vocacional, nivel secundario	Imparten  clases o instruyen sobre asignaturas vocacionales u ocupacionales para nivel secundario.
25-2041.00	Maestros de los niveles de preescolar, kindergarten y primario elemental, de la enseñanza especial	Imparten asignaturas de niveles primario y preescolar a alumnos con discapacidades educacionales o físicas. Se incluye a los maestros que se especializan en alumnos con discapacidades auditivas y visuales y que trabajan con ellos, y a los que imparten habilidades académicas básicas y relativas a los procesos de la vida a alumnos con deficiencia mental.
25-2042.00	Maestros del nivel medio de la enseñanza especial,	Imparten asignaturas de nivel medio a alumnos con discapacidades educacionales o físicas. Se incluye a los maestros que se especializan en alumnos con discapacidades auditivas y visuales y que trabajan con ellos, y los que imparten habilidades académicas básicas y relativas a los procesos de la vida a alumnos con deficiencia mental.
25-2043.00	Maestros del nivel secundario de la enseñanza especial	Imparten asignaturas de nivel secundario a alumnos con discapacidades educacionales o físicas. Se incluye a los maestros que se especializan en alumnos con discapacidades auditivas y visuales y que trabajan con ellos, y los que imparten habilidades académicas básicas y relativas a los procesos de la vida a alumnos con deficiencia mental.
25-3011.00	Maestros e instructores de alfabetización de adultos, enseñanza remedial y DEG	Imparten clases o instruyen a jóvenes y adultos  fuera del sistema escolar brindándoles enseñanza remedial,  clases preparatorias para la prueba de Desarrollo Educacional General, lectura y escritura, inglés como lengua extranjera. El proceso de enseñanza puede tener lugar o no en una institución educativa tradicional.
25-3021.00	Maestros de contenidos de autorrealización	Imparten o enseñan cursos distintos de los que normalmente conducen a un objetivo ocupacional o título. Entro dichos cursos se pueden incluir asignaturas de superación personal, no vocacionales y no académicas. Este tipo de enseñanza puede realizarse en instituciones educacionales tradicionales o no.
